EmployeeID,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,JobLevel,BusinessTravel,EmploymentType,WorkLocation,RemoteWork,DateOfJoining,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,MonthlyIncome,AnnualSalary,SalaryHikePercent,Bonus,StockOptionLevel,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumberOfProjects,PromotionInLast5Years,EngagementScore,AbsenteeismDays,ManagerRating,TeamSize,Attrition,DistanceFromHome,HealthIssues,JobInvolvement,StressLevel,HiringSource,CostToHire,ReplacementCost,Region,AgeGroup
593,Female,30,Single,High School,IT,Manager,2,Travel_Frequently,Full-Time,Delhi,Yes,13-09-2021,4.4,5,8,83474,1001688,22,24335,1,Yes,1,1,4,4,8,No,74,0,3,14,No,9,Yes,1,4,Referral,38639,34823,East,25-34
594,Male,56,Married,Bachelor,Marketing,Team Lead,4,Travel_Frequently,Full-Time,Mumbai,Yes,22-03-2024,1.9,3,6,24435,293220,23,42205,1,Yes,4,1,4,4,7,Yes,91,17,1,14,No,23,Yes,1,1,Campus,28882,22565,South,55-64
595,Female,58,Married,Master,Operations,Specialist,3,Non-Travel,Contract,Ahmedabad,No,07-07-2016,9.6,7,9,90560,1086720,24,4897,2,Yes,4,4,3,2,6,No,43,18,4,10,No,1,Yes,1,2,Consultancy,12251,43674,South,55-64
596,Male,56,Married,Bachelor,Sales,Analyst,3,Non-Travel,Contract,Pune,Yes,14-04-2018,7.9,4,7,51432,617184,9,49849,0,No,3,3,3,4,9,No,49,18,3,10,Yes,24,No,1,3,Campus,19136,33213,North,55-64
597,Male,40,Divorced,PhD,Finance,Manager,5,Non-Travel,Contract,Pune,No,03-05-2017,8.8,6,3,47431,569172,16,16080,0,No,1,2,2,4,5,Yes,82,7,1,9,No,28,No,4,3,Consultancy,18691,29756,East,35-44
598,Male,46,Single,Bachelor,IT,Executive,1,Travel_Rarely,Contract,Pune,No,17-01-2016,10.1,9,4,85524,1026288,16,7899,0,Yes,2,4,4,1,2,No,39,11,3,5,No,14,No,1,2,Campus,27071,69874,East,45-54
599,Female,33,Divorced,PhD,Operations,Executive,5,Travel_Frequently,Full-Time,Delhi,No,29-08-2024,1.5,9,7,88248,1058976,11,36114,1,Yes,4,1,1,1,11,Yes,47,11,1,6,No,2,Yes,1,4,Referral,25317,68225,North,25-34
600,Female,47,Single,High School,Marketing,Team Lead,3,Travel_Frequently,Contract,Ahmedabad,Yes,24-03-2016,9.9,2,7,90780,1089360,14,34245,1,Yes,2,1,2,2,5,Yes,60,16,2,4,No,15,No,3,3,LinkedIn,42040,85252,North,45-54
601,Male,41,Married,PhD,Operations,Executive,3,Non-Travel,Full-Time,Pune,Yes,01-01-2023,3.1,8,9,115341,1384092,23,18915,2,No,4,1,3,1,9,Yes,8,0,2,9,No,7,No,3,1,Campus,21630,72712,North,35-44
602,Female,22,Married,PhD,Sales,Analyst,3,Travel_Rarely,Contract,Bangalore,Yes,05-03-2015,11,5,5,67656,811872,9,15611,2,No,2,1,1,1,4,Yes,67,12,4,8,No,11,Yes,1,4,LinkedIn,40480,72527,South,18-24
603,Male,33,Single,Bachelor,Sales,Team Lead,5,Travel_Frequently,Full-Time,Pune,Yes,19-04-2017,8.8,6,5,79488,953856,6,719,2,Yes,4,2,3,2,8,Yes,4,0,2,11,No,12,No,2,2,Consultancy,25221,74781,West,25-34
604,Male,44,Single,PhD,HR,Executive,1,Travel_Frequently,Contract,Mumbai,No,18-11-2018,7.3,2,6,76023,912276,13,29272,1,Yes,2,4,4,4,13,No,92,7,3,3,Yes,18,Yes,2,2,Referral,18294,82580,South,35-44
605,Female,34,Married,High School,Marketing,Executive,1,Non-Travel,Full-Time,Mumbai,Yes,23-05-2020,5.8,2,7,60626,727512,24,34234,0,Yes,1,4,2,4,1,No,57,15,1,3,No,27,Yes,4,4,Consultancy,44501,94397,East,25-34
606,Female,31,Married,PhD,Finance,Specialist,4,Travel_Rarely,Full-Time,Delhi,No,05-11-2016,9.3,7,2,87951,1055412,17,12363,2,Yes,2,1,4,2,9,Yes,40,16,1,8,No,28,Yes,3,4,LinkedIn,19909,63558,East,25-34
607,Female,34,Single,PhD,Marketing,Executive,2,Non-Travel,Contract,Mumbai,No,07-03-2018,8,7,4,123018,1476216,9,36870,1,Yes,4,2,3,1,9,No,64,11,4,7,No,14,No,3,4,Campus,42235,20526,West,25-34
608,Male,55,Single,Master,Operations,Executive,2,Non-Travel,Full-Time,Bangalore,No,01-09-2015,10.5,2,1,46248,554976,22,27881,0,Yes,3,2,2,4,10,Yes,66,19,4,3,No,7,Yes,2,3,Referral,45584,86634,West,45-54
609,Male,43,Divorced,Bachelor,Finance,Specialist,3,Travel_Frequently,Full-Time,Delhi,No,25-04-2021,4.8,2,6,121069,1452828,16,34754,2,Yes,1,4,2,1,7,Yes,50,13,4,10,No,26,No,2,3,Referral,40280,62589,North,35-44
610,Female,40,Single,Master,HR,Specialist,3,Travel_Frequently,Contract,Delhi,Yes,09-10-2019,6.4,7,9,117208,1406496,6,16215,1,Yes,4,1,4,3,8,Yes,5,15,4,12,No,2,No,1,1,Consultancy,18988,98488,South,35-44
611,Female,54,Single,High School,Sales,Executive,1,Non-Travel,Full-Time,Pune,No,28-06-2023,2.7,6,5,135650,1627800,22,20325,1,No,1,1,1,4,10,No,4,11,3,10,Yes,15,No,4,4,Campus,31661,56432,West,45-54
612,Female,26,Married,High School,HR,Manager,5,Non-Travel,Full-Time,Ahmedabad,Yes,01-08-2020,5.6,5,3,26030,312360,9,594,2,Yes,1,2,4,3,2,No,52,6,1,11,No,10,Yes,3,4,Referral,39400,35405,North,25-34
613,Male,24,Single,Bachelor,IT,Analyst,5,Travel_Rarely,Full-Time,Delhi,No,18-06-2023,2.7,0,5,93598,1123176,17,36688,1,Yes,1,1,3,1,12,Yes,52,10,3,6,No,21,Yes,1,3,Consultancy,27528,20068,South,18-24
614,Female,48,Married,PhD,Marketing,Manager,2,Non-Travel,Full-Time,Pune,No,11-03-2016,10,7,3,110938,1331256,18,36234,2,Yes,2,4,4,1,12,No,40,15,2,5,No,28,No,4,1,Consultancy,29083,32213,North,45-54
615,Female,46,Married,PhD,Sales,Team Lead,1,Travel_Rarely,Contract,Mumbai,Yes,28-08-2020,5.5,6,6,88947,1067364,8,972,1,No,3,3,2,3,3,No,79,16,4,6,No,7,No,1,2,LinkedIn,41029,50268,North,45-54
616,Male,41,Single,PhD,Operations,Analyst,5,Travel_Rarely,Full-Time,Ahmedabad,No,07-04-2016,9.9,0,2,24290,291480,12,22805,0,No,1,1,2,2,12,No,49,6,2,5,No,23,No,3,4,LinkedIn,17188,22808,West,35-44
617,Female,39,Single,PhD,Finance,Executive,4,Travel_Rarely,Contract,Ahmedabad,Yes,12-11-2018,7.3,4,3,84928,1019136,8,22920,2,No,2,3,2,4,12,Yes,52,8,2,10,No,28,No,1,4,Campus,10925,71595,South,35-44
618,Male,44,Married,PhD,Finance,Specialist,5,Travel_Frequently,Contract,Ahmedabad,Yes,22-02-2024,2,6,7,56748,680976,6,16047,0,No,2,2,1,4,4,No,79,6,3,4,No,29,Yes,2,4,Campus,18800,69460,North,35-44
619,Male,33,Married,Master,Marketing,Specialist,5,Travel_Rarely,Contract,Mumbai,No,18-02-2023,3,5,8,22364,268368,18,10561,1,Yes,3,2,2,2,5,Yes,83,15,4,6,No,19,Yes,3,4,LinkedIn,16255,55983,South,25-34
620,Male,25,Married,High School,HR,Team Lead,4,Travel_Frequently,Full-Time,Bangalore,Yes,21-07-2023,2.6,4,4,107328,1287936,10,8727,2,Yes,3,3,2,2,14,No,12,14,3,14,No,8,Yes,1,1,Referral,44370,77572,North,18-24
621,Female,21,Divorced,Master,Sales,Team Lead,2,Travel_Frequently,Contract,Pune,No,23-02-2017,9,4,5,22196,266352,19,3261,2,No,1,2,3,2,4,Yes,76,8,4,13,No,5,No,3,4,LinkedIn,12520,60832,East,18-24
622,Male,21,Married,High School,IT,Analyst,2,Travel_Frequently,Contract,Mumbai,No,24-01-2021,5.1,5,3,69962,839544,8,37693,2,Yes,2,4,3,3,6,Yes,65,4,1,3,No,19,Yes,4,3,Referral,33267,81978,North,18-24
623,Male,49,Divorced,High School,HR,Executive,2,Travel_Frequently,Contract,Ahmedabad,Yes,14-01-2020,6.1,9,3,32822,393864,14,2794,0,Yes,1,1,3,3,4,No,97,5,4,3,No,24,Yes,1,1,Campus,32290,44886,East,45-54
624,Male,23,Married,Master,Marketing,Manager,2,Travel_Rarely,Full-Time,Bangalore,Yes,12-09-2024,1.4,6,5,27081,324972,8,41211,0,Yes,2,3,4,4,4,Yes,16,2,3,4,No,1,No,1,2,Campus,48487,29412,North,18-24
625,Female,52,Single,High School,HR,Manager,1,Travel_Rarely,Full-Time,Bangalore,No,25-08-2017,8.5,6,4,119159,1429908,16,23375,1,Yes,2,2,3,4,8,No,16,8,1,11,Yes,20,No,2,4,Referral,28243,35535,West,45-54
626,Male,38,Divorced,Master,Operations,Executive,5,Travel_Rarely,Contract,Delhi,No,11-10-2024,1.4,4,6,45489,545868,19,21734,0,Yes,3,2,3,1,3,Yes,66,3,1,8,Yes,2,Yes,3,4,Referral,45809,60533,North,35-44
627,Male,30,Married,High School,Sales,Team Lead,5,Travel_Frequently,Contract,Delhi,No,08-03-2019,7,9,0,94332,1131984,24,37410,2,Yes,1,4,4,3,8,No,14,1,4,5,No,10,Yes,1,2,LinkedIn,24410,77290,South,25-34
628,Male,37,Married,High School,IT,Manager,5,Travel_Frequently,Full-Time,Mumbai,No,24-11-2019,6.2,4,5,69515,834180,13,27470,1,Yes,1,2,3,4,14,Yes,17,0,3,7,No,22,Yes,3,2,Consultancy,25773,46447,South,35-44
629,Male,39,Single,Master,Finance,Analyst,2,Travel_Rarely,Contract,Delhi,Yes,10-04-2016,9.9,3,3,99714,1196568,11,45695,2,No,3,2,4,3,5,Yes,87,3,4,10,Yes,19,Yes,4,2,LinkedIn,16096,97391,East,35-44
630,Male,21,Divorced,Master,Marketing,Specialist,3,Travel_Frequently,Full-Time,Pune,Yes,12-01-2017,9.1,8,2,53937,647244,17,24099,2,No,4,4,2,4,7,Yes,31,3,1,11,Yes,19,Yes,1,1,Consultancy,17818,90655,West,18-24
631,Female,34,Married,Master,Finance,Executive,2,Travel_Rarely,Contract,Ahmedabad,Yes,02-01-2020,6.1,8,6,85020,1020240,16,40251,1,No,4,1,4,3,3,Yes,96,19,3,10,No,20,No,2,3,Referral,30812,76389,East,25-34
632,Male,54,Married,Master,Sales,Team Lead,4,Travel_Rarely,Contract,Ahmedabad,Yes,27-03-2015,10.9,3,2,132692,1592304,10,48436,2,Yes,1,1,1,2,2,Yes,15,17,1,12,No,3,No,3,1,Referral,18787,20393,West,45-54
633,Male,50,Married,Bachelor,IT,Specialist,3,Travel_Frequently,Contract,Bangalore,Yes,23-09-2018,7.4,5,5,81483,977796,6,36728,1,Yes,4,2,3,4,9,No,21,1,3,13,No,11,Yes,1,2,Referral,38564,48087,North,45-54
634,Female,21,Divorced,Bachelor,Finance,Specialist,5,Travel_Frequently,Full-Time,Pune,Yes,25-12-2019,6.2,8,3,96213,1154556,13,27584,0,Yes,4,1,4,1,2,No,48,17,2,3,No,16,Yes,3,2,Campus,28281,97264,West,18-24
635,Male,53,Married,PhD,IT,Manager,4,Non-Travel,Full-Time,Bangalore,No,12-05-2017,8.8,0,3,30162,361944,23,49681,0,No,4,3,2,1,9,No,63,1,1,3,No,21,Yes,3,1,Referral,10193,49144,West,45-54
636,Male,46,Married,Master,Finance,Analyst,2,Travel_Frequently,Full-Time,Mumbai,Yes,07-01-2023,3.1,2,1,39307,471684,19,28864,1,No,2,1,2,4,14,No,38,0,4,9,No,23,No,1,2,Campus,24230,37187,North,45-54
637,Female,23,Married,High School,HR,Team Lead,3,Travel_Rarely,Contract,Pune,Yes,06-03-2016,10,1,7,132000,1584000,20,30557,2,Yes,3,4,1,1,3,Yes,67,3,4,13,No,9,Yes,4,4,LinkedIn,43743,98538,South,18-24
638,Male,32,Married,PhD,Marketing,Team Lead,1,Travel_Rarely,Contract,Pune,Yes,25-02-2022,4,7,9,113786,1365432,22,15628,2,No,2,4,1,1,6,Yes,55,2,1,4,No,11,No,2,3,Campus,17163,20185,East,25-34
639,Female,58,Divorced,Bachelor,Sales,Executive,5,Non-Travel,Contract,Delhi,Yes,09-01-2020,6.1,6,3,76202,914424,10,39465,1,No,2,2,3,1,14,Yes,39,19,4,4,No,27,No,4,4,Consultancy,33459,69649,West,55-64
640,Male,58,Divorced,High School,Sales,Team Lead,1,Travel_Rarely,Contract,Delhi,No,02-07-2020,5.6,2,7,66384,796608,20,12344,1,No,2,2,2,4,4,Yes,48,8,2,8,No,27,Yes,3,2,Consultancy,48042,72383,West,55-64
641,Female,53,Married,Master,HR,Manager,1,Non-Travel,Contract,Pune,No,10-06-2020,5.7,3,7,59056,708672,5,29799,2,No,3,1,3,1,10,Yes,95,17,1,3,No,16,Yes,1,4,LinkedIn,19481,68505,South,45-54
642,Female,54,Divorced,PhD,Operations,Specialist,4,Non-Travel,Full-Time,Ahmedabad,No,05-01-2016,10.1,1,7,42601,511212,22,23800,2,Yes,2,2,4,2,12,No,63,7,3,5,No,9,Yes,1,3,LinkedIn,12621,89484,West,45-54
643,Male,51,Single,Master,Sales,Analyst,3,Travel_Frequently,Contract,Mumbai,Yes,06-10-2021,4.4,7,1,76188,914256,16,17968,2,No,3,1,2,4,9,Yes,25,14,1,14,Yes,28,No,2,1,Campus,11315,70044,South,45-54
644,Female,28,Divorced,High School,HR,Analyst,1,Travel_Rarely,Contract,Mumbai,Yes,19-08-2017,8.5,2,5,127240,1526880,10,4142,2,No,4,1,4,1,2,No,86,15,4,7,No,7,No,4,2,Referral,19261,99015,North,25-34
645,Female,43,Divorced,High School,Marketing,Manager,1,Travel_Frequently,Contract,Mumbai,No,31-01-2021,5.1,7,9,80115,961380,10,33974,0,Yes,3,3,1,2,12,No,43,16,4,9,No,7,No,1,1,Consultancy,15560,56397,South,35-44
646,Male,47,Married,High School,Operations,Team Lead,3,Non-Travel,Full-Time,Mumbai,No,25-11-2019,6.2,0,7,104376,1252512,23,4872,1,No,3,2,2,1,1,Yes,89,12,2,9,No,4,Yes,1,2,Consultancy,39739,37793,East,45-54
647,Male,22,Divorced,PhD,IT,Specialist,1,Travel_Rarely,Contract,Delhi,No,26-11-2015,10.2,9,2,43022,516264,14,34956,1,No,4,4,2,3,9,Yes,39,17,2,11,No,29,No,2,1,Consultancy,21780,96230,South,18-24
648,Female,48,Married,Bachelor,IT,Team Lead,3,Travel_Rarely,Contract,Bangalore,Yes,07-09-2024,1.5,9,2,132696,1592352,10,35895,0,No,4,1,2,1,5,Yes,14,3,4,8,No,19,No,1,3,Campus,23083,69647,West,45-54
649,Male,59,Single,Bachelor,Operations,Analyst,5,Travel_Rarely,Full-Time,Ahmedabad,Yes,17-05-2017,8.8,0,7,46641,559692,11,10350,2,No,2,3,1,1,4,No,93,0,2,10,No,13,Yes,3,2,Consultancy,44359,68536,West,55-64
650,Female,36,Married,High School,HR,Analyst,2,Non-Travel,Contract,Delhi,Yes,21-02-2020,6,5,0,138430,1661160,13,30615,2,Yes,4,1,2,2,5,No,80,18,3,13,No,6,No,4,3,Consultancy,25674,35426,West,35-44
651,Male,58,Single,High School,IT,Executive,4,Travel_Frequently,Contract,Delhi,No,26-05-2020,5.7,7,1,23255,279060,13,22804,2,Yes,2,4,1,2,6,No,3,0,2,5,No,22,Yes,3,3,Consultancy,18776,95348,West,55-64
652,Female,28,Single,High School,HR,Specialist,2,Travel_Frequently,Full-Time,Mumbai,No,28-12-2024,1.1,2,8,39575,474900,18,5566,2,Yes,3,3,4,1,14,No,36,9,2,10,No,23,Yes,2,1,Referral,48756,27509,North,25-34
653,Female,51,Married,Bachelor,HR,Specialist,5,Non-Travel,Full-Time,Ahmedabad,No,26-08-2018,7.5,2,9,113278,1359336,19,35248,0,No,4,3,1,4,3,No,67,3,1,14,No,4,Yes,3,2,Consultancy,37830,88917,North,45-54
654,Male,40,Married,Bachelor,Operations,Analyst,4,Travel_Frequently,Full-Time,Pune,No,29-08-2015,10.5,3,5,27447,329364,19,45401,0,Yes,3,2,4,3,3,No,48,6,2,4,No,16,No,2,2,Campus,25642,95103,West,35-44
655,Female,36,Married,Master,Sales,Executive,1,Travel_Frequently,Full-Time,Ahmedabad,No,24-08-2018,7.5,2,7,138778,1665336,6,32734,1,Yes,1,1,4,1,10,Yes,22,5,2,13,No,2,Yes,2,3,Consultancy,24347,33502,West,35-44
656,Female,32,Single,Bachelor,Marketing,Specialist,4,Travel_Rarely,Full-Time,Mumbai,No,02-11-2016,9.3,0,9,34426,413112,23,16623,1,Yes,2,4,2,4,7,Yes,36,3,1,9,No,6,Yes,4,1,Consultancy,44121,62995,North,25-34
657,Male,23,Divorced,Master,IT,Manager,5,Non-Travel,Full-Time,Delhi,Yes,30-03-2019,6.9,3,4,61446,737352,17,35115,0,Yes,1,3,3,2,10,Yes,49,12,2,3,No,2,No,3,1,Consultancy,32226,85316,North,18-24
658,Female,39,Single,Bachelor,IT,Executive,4,Travel_Frequently,Contract,Ahmedabad,No,14-02-2020,6,3,5,59211,710532,16,44347,1,Yes,1,2,4,2,6,No,78,11,2,13,No,22,No,4,4,Referral,17311,70611,South,35-44
659,Male,40,Single,Master,Sales,Specialist,1,Non-Travel,Contract,Pune,No,13-07-2020,5.6,0,1,53580,642960,18,15904,0,Yes,3,3,2,4,5,Yes,53,1,2,14,No,24,No,1,3,Consultancy,34425,38961,West,35-44
660,Female,52,Single,High School,HR,Manager,4,Travel_Rarely,Contract,Bangalore,Yes,25-06-2016,9.7,3,4,91123,1093476,24,28664,2,No,4,3,2,1,7,No,61,3,1,8,No,24,Yes,1,3,Consultancy,32487,27084,East,45-54
661,Female,45,Married,Master,Sales,Analyst,5,Non-Travel,Contract,Bangalore,No,15-05-2016,9.8,9,2,135052,1620624,21,5064,0,Yes,2,1,1,4,2,Yes,28,15,3,7,No,13,Yes,2,2,Consultancy,14549,40337,South,35-44
662,Male,59,Single,Master,Finance,Team Lead,3,Travel_Rarely,Contract,Ahmedabad,Yes,08-12-2022,3.2,1,9,44507,534084,12,20161,1,No,4,1,2,1,2,No,34,11,1,14,No,23,Yes,4,2,Campus,35402,86201,West,55-64
663,Male,57,Married,High School,Finance,Manager,1,Travel_Rarely,Full-Time,Ahmedabad,Yes,31-10-2022,3.3,0,5,113803,1365636,11,37781,0,No,1,2,4,3,5,No,94,9,2,9,Yes,25,Yes,3,3,Consultancy,40384,65378,East,55-64
664,Female,57,Divorced,High School,HR,Analyst,2,Travel_Frequently,Full-Time,Delhi,No,01-04-2019,6.9,8,9,58977,707724,18,42240,0,Yes,1,1,2,1,6,Yes,66,7,4,8,No,25,Yes,2,2,Referral,46645,87818,East,55-64
665,Female,54,Divorced,PhD,Finance,Specialist,1,Travel_Frequently,Contract,Bangalore,Yes,27-08-2020,5.5,1,5,21431,257172,22,19686,1,Yes,1,1,3,4,5,Yes,8,14,3,5,No,27,Yes,4,3,Consultancy,10909,54648,West,45-54
666,Male,21,Divorced,High School,Marketing,Specialist,1,Non-Travel,Contract,Mumbai,No,30-04-2020,5.8,0,0,27527,330324,12,3097,1,No,1,1,1,2,2,No,31,11,2,5,No,28,Yes,3,4,Referral,41489,43178,West,18-24
667,Male,58,Single,Master,Marketing,Executive,4,Travel_Rarely,Contract,Mumbai,Yes,30-11-2022,3.2,4,0,130463,1565556,9,21071,2,Yes,1,1,2,1,5,No,32,9,3,10,No,22,Yes,2,4,Campus,34914,37178,East,55-64
668,Female,59,Single,Master,Operations,Manager,1,Travel_Rarely,Full-Time,Mumbai,Yes,18-08-2018,7.5,2,7,70050,840600,23,47907,1,Yes,3,4,4,4,9,No,61,19,1,7,Yes,16,No,4,1,LinkedIn,20974,63746,West,55-64
669,Female,40,Single,Bachelor,Sales,Team Lead,2,Travel_Frequently,Full-Time,Mumbai,Yes,15-03-2016,9.9,2,0,32227,386724,17,30364,1,No,3,3,3,2,7,No,88,0,2,5,No,13,No,1,1,Consultancy,32210,67673,East,35-44
670,Female,50,Single,High School,IT,Executive,1,Travel_Frequently,Full-Time,Mumbai,Yes,14-06-2023,2.7,1,3,47429,569148,19,26154,2,Yes,1,2,1,3,8,Yes,68,19,3,14,No,15,No,2,3,LinkedIn,35793,72204,East,45-54
671,Female,41,Single,PhD,Sales,Executive,5,Travel_Rarely,Contract,Bangalore,No,27-10-2017,8.3,9,0,110841,1330092,13,40971,1,Yes,4,2,4,2,12,Yes,52,4,1,5,No,2,No,2,3,LinkedIn,25913,84042,North,35-44
672,Male,52,Married,Master,Sales,Team Lead,1,Non-Travel,Full-Time,Delhi,Yes,03-02-2024,2,6,1,50692,608304,19,47431,1,No,1,3,2,4,3,Yes,41,5,4,13,Yes,23,No,4,4,Referral,15597,30244,North,45-54
673,Male,45,Married,High School,Sales,Executive,2,Non-Travel,Contract,Bangalore,Yes,03-09-2017,8.5,1,1,48528,582336,11,34819,0,No,3,4,2,1,12,Yes,26,3,2,14,No,5,Yes,2,2,Campus,48584,57372,North,35-44
674,Female,42,Married,PhD,Sales,Analyst,5,Travel_Rarely,Full-Time,Mumbai,No,10-09-2018,7.5,5,4,143239,1718868,14,41553,0,No,2,3,1,1,8,Yes,73,18,3,11,No,23,Yes,4,4,Campus,39807,42118,South,35-44
675,Female,57,Married,Bachelor,Operations,Executive,1,Non-Travel,Full-Time,Mumbai,No,21-01-2020,6.1,7,4,25149,301788,15,42967,1,Yes,2,4,3,4,5,Yes,69,5,2,10,No,5,No,1,2,Referral,39002,54723,East,55-64
676,Female,57,Single,PhD,Sales,Specialist,2,Travel_Rarely,Full-Time,Delhi,Yes,10-01-2021,5.1,1,6,101399,1216788,23,9585,0,No,3,3,1,4,7,No,58,15,3,9,Yes,23,Yes,4,4,Referral,34402,57232,West,55-64
677,Female,41,Married,Master,Sales,Executive,3,Travel_Frequently,Full-Time,Delhi,No,29-07-2021,4.6,3,8,44020,528240,12,14102,1,Yes,3,4,2,2,6,Yes,34,0,4,14,Yes,22,No,4,2,Consultancy,20191,76884,West,35-44
678,Male,21,Divorced,PhD,Finance,Executive,1,Non-Travel,Contract,Pune,No,05-10-2016,9.4,3,9,114165,1369980,5,38529,0,No,4,1,3,1,8,No,30,19,2,9,No,10,No,3,2,Referral,16086,98267,North,18-24
679,Male,38,Married,Master,HR,Team Lead,1,Non-Travel,Contract,Delhi,No,26-12-2019,6.2,0,4,32976,395712,24,35655,2,No,1,2,1,2,14,Yes,97,10,1,11,Yes,18,No,1,4,Referral,20935,32467,South,35-44
680,Female,29,Married,Master,Operations,Executive,5,Travel_Frequently,Full-Time,Pune,Yes,15-06-2021,4.7,5,7,66538,798456,24,44893,0,No,4,3,2,4,14,No,22,19,4,10,No,11,Yes,3,3,Consultancy,40796,56389,North,25-34
681,Female,46,Married,Master,Marketing,Manager,2,Travel_Rarely,Contract,Ahmedabad,Yes,07-01-2019,7.1,3,8,48172,578064,19,10366,1,Yes,1,4,2,2,4,Yes,46,2,1,13,No,29,Yes,1,4,LinkedIn,16152,92708,East,45-54
682,Female,33,Single,Master,HR,Executive,4,Travel_Frequently,Full-Time,Pune,No,22-12-2020,5.2,6,3,137420,1649040,14,16585,1,Yes,1,4,4,1,12,No,6,19,4,5,No,11,No,1,2,Campus,30750,62083,North,25-34
683,Male,54,Married,PhD,Operations,Analyst,3,Travel_Rarely,Full-Time,Pune,No,22-08-2021,4.5,6,7,147945,1775340,9,38599,2,Yes,4,3,2,4,8,Yes,94,17,4,8,Yes,23,Yes,1,2,Campus,20457,37957,East,45-54
684,Female,46,Divorced,Bachelor,Operations,Specialist,3,Non-Travel,Full-Time,Pune,No,30-04-2019,6.8,6,9,37171,446052,13,20439,2,Yes,1,2,1,4,5,Yes,72,13,2,9,No,16,No,3,3,Referral,17699,44180,South,45-54
685,Female,51,Divorced,Bachelor,Sales,Specialist,2,Non-Travel,Contract,Ahmedabad,No,27-08-2015,10.5,3,1,123427,1481124,19,34974,2,Yes,2,3,3,2,8,No,65,12,3,10,Yes,4,Yes,4,4,Campus,33500,73685,West,45-54
686,Male,51,Single,High School,IT,Executive,1,Non-Travel,Contract,Bangalore,Yes,10-06-2021,4.7,6,1,70189,842268,23,45902,2,No,2,1,3,2,12,No,20,9,1,9,No,5,No,1,2,Consultancy,18922,87561,North,45-54
687,Male,28,Single,Master,Operations,Specialist,2,Non-Travel,Full-Time,Delhi,No,07-11-2022,3.3,9,5,22766,273192,5,44273,2,No,2,3,2,2,6,Yes,46,9,2,11,No,7,Yes,2,3,Referral,25332,33229,East,25-34
688,Male,59,Married,High School,Operations,Manager,1,Travel_Frequently,Full-Time,Bangalore,Yes,11-03-2020,6,8,6,31439,377268,10,2014,0,Yes,3,4,1,4,11,Yes,28,15,3,6,No,24,Yes,1,3,LinkedIn,37604,85046,East,55-64
689,Female,23,Divorced,PhD,HR,Analyst,1,Travel_Rarely,Full-Time,Pune,No,11-07-2019,6.6,9,6,107519,1290228,10,1835,2,No,2,4,4,1,9,No,26,10,4,11,No,21,Yes,3,3,Campus,14338,68679,South,18-24
690,Female,37,Married,PhD,Finance,Analyst,4,Travel_Rarely,Contract,Ahmedabad,No,22-07-2022,3.6,9,2,33784,405408,24,25379,1,Yes,1,2,4,3,11,Yes,64,9,1,3,No,27,Yes,2,4,Consultancy,37516,78639,North,35-44
691,Male,33,Divorced,High School,HR,Executive,2,Travel_Rarely,Contract,Delhi,Yes,30-07-2016,9.6,3,2,88446,1061352,15,2809,1,No,3,2,4,3,2,Yes,2,1,2,9,Yes,18,No,1,3,Consultancy,17546,91439,West,25-34
692,Female,54,Married,Master,Sales,Specialist,3,Non-Travel,Contract,Bangalore,Yes,18-01-2016,10.1,3,0,29825,357900,6,28401,1,No,4,3,4,3,6,Yes,24,1,3,8,No,1,Yes,2,1,Consultancy,33682,52132,North,45-54
693,Female,50,Married,Bachelor,Operations,Team Lead,3,Travel_Frequently,Contract,Delhi,Yes,28-08-2015,10.5,1,2,100096,1201152,11,40131,1,Yes,1,4,4,3,4,No,23,4,2,8,No,25,No,2,4,Referral,46232,87323,West,45-54
694,Male,47,Married,Master,Sales,Team Lead,4,Travel_Rarely,Full-Time,Pune,No,05-07-2021,4.6,1,1,36092,433104,6,33622,2,Yes,3,4,3,2,9,Yes,50,15,2,14,Yes,21,Yes,2,2,Campus,41786,36150,East,45-54
695,Male,54,Divorced,High School,IT,Manager,5,Travel_Rarely,Contract,Ahmedabad,No,16-01-2021,5.1,1,1,21767,261204,14,24320,0,No,3,2,3,4,3,Yes,10,1,3,13,Yes,20,No,4,1,Campus,18834,34358,North,45-54
696,Female,26,Divorced,High School,Sales,Analyst,1,Non-Travel,Contract,Bangalore,No,12-11-2022,3.3,7,9,143498,1721976,11,5385,2,Yes,4,2,1,2,1,Yes,65,16,4,6,Yes,28,No,4,1,Campus,44738,82661,East,25-34
697,Female,49,Single,PhD,Sales,Manager,1,Non-Travel,Full-Time,Bangalore,No,05-08-2018,7.6,2,0,32857,394284,20,24660,1,No,4,4,1,4,12,No,10,19,3,6,No,26,Yes,3,4,Consultancy,45690,26654,South,45-54
698,Male,48,Single,Master,Finance,Manager,2,Non-Travel,Contract,Pune,No,20-07-2016,9.6,4,9,108264,1299168,19,39437,1,Yes,1,4,2,4,14,Yes,30,16,3,3,No,17,No,4,4,LinkedIn,27752,23800,South,45-54
699,Male,37,Divorced,Master,HR,Manager,5,Travel_Frequently,Contract,Mumbai,No,10-09-2018,7.5,0,7,46866,562392,11,42514,2,Yes,3,4,4,3,11,No,99,18,4,14,No,25,No,3,4,LinkedIn,34766,44715,East,35-44
